time,city,T,P,W_speed,W_chill,Humidity,Visibility,Ppt
2012-06-01T18:00:00,San Francisco,63,1011,15,60,91,9,0.3
2012-06-01T21:00:00,San Francisco,58,1011,14,55,95,7,0.1
2012-06-02T00:00:00,San Francisco,55,1011,12,51,98,5,0.2
2012-06-02T03:00:00,San Francisco,52,1011,13,47,99,10,0.1
2012-06-02T06:00:00,San Francisco,51,1012,13,47,99,10,0.1
2012-06-02T09:00:00,San Francisco,55,1013,12,51,97,10,0.0
2012-06-02T12:00:00,San Francisco,60,1014,13,57,90,10,0.2
2012-06-02T15:00:00,San Francisco,62,1014,16,60,86,10,0.3
2012-06-02T18:00:00,San Francisco,60,1014,16,57,88,10,0.1
2012-06-02T21:00:00,San Francisco,56,1015,14,52,94,10,0.0
2012-06-03T00:00:00,San Francisco,53,1015,12,49,98,10,0.1
2012-06-03T03:00:00,San Francisco,49,1014,11,45,99,10,0.1
2012-06-03T06:00:00,San Francisco,50,1014,9,45,98,10,0.1
2012-06-03T09:00:00,San Francisco,54,1015,9,49,91,10,0.0
2012-06-03T12:00:00,San Francisco,59,1015,12,55,81,10,0.0
2012-06-03T15:00:00,San Francisco,60,1015,14,58,77,10,0.0
2012-06-03T18:00:00,San Francisco,58,1015,13,54,78,10,0.0
2012-06-03T21:00:00,San Francisco,54,1015,10,51,82,10,0.0
2012-06-04T00:00:00,San Francisco,53,1015,7,50,89,7,0.0
2012-06-04T03:00:00,San Francisco,52,1013,5,50,93,5,0.0
2012-06-04T06:00:00,San Francisco,51,1013,7,49,91,10,0.1
2012-06-04T09:00:00,San Francisco,54,1013,11,50,92,7,0.1
2012-06-04T12:00:00,San Francisco,59,1014,14,55,94,2,0.2
2012-06-04T15:00:00,San Francisco,60,1015,15,58,95,2,0.3
2012-06-04T18:00:00,San Francisco,58,1016,16,54,93,5,0.1
2012-06-04T21:00:00,San Francisco,55,1018,17,51,86,10,0.0
2012-06-05T00:00:00,San Francisco,53,1021,13,49,87,10,0.0
2012-06-05T03:00:00,San Francisco,51,1022,9,48,91,10,0.0
2012-06-05T06:00:00,San Francisco,51,1022,9,47,88,10,0.0
2012-06-05T09:00:00,San Francisco,54,1024,10,49,79,10,0.0
2012-06-05T12:00:00,San Francisco,56,1024,13,51,71,10,0.0
2012-06-05T15:00:00,San Francisco,57,1024,17,51,69,10,0.0
2012-06-05T18:00:00,San Francisco,55,1023,19,50,71,10,0.0
2012-06-05T21:00:00,San Francisco,53,1023,17,48,75,10,0.0
2012-06-06T00:00:00,San Francisco,52,1023,15,48,79,10,0.0
2012-06-06T03:00:00,San Francisco,52,1021,13,47,83,10,0.0
2012-06-06T06:00:00,San Francisco,52,1021,10,47,82,10,0.0
2012-06-06T09:00:00,San Francisco,56,1020,10,52,75,10,0.0
2012-06-06T12:00:00,San Francisco,61,1020,13,57,69,10,0.0
2012-06-06T15:00:00,San Francisco,63,1018,16,61,67,10,0.0
2012-06-06T18:00:00,San Francisco,60,1017,17,58,72,10,0.0
2012-06-06T21:00:00,San Francisco,56,1017,15,53,80,10,0.0
2012-06-07T00:00:00,San Francisco,54,1016,13,50,88,10,0.0
2012-06-07T03:00:00,San Francisco,52,1016,12,48,91,10,0.0
2012-06-07T06:00:00,San Francisco,52,1016,11,47,93,10,0.0
2012-06-07T09:00:00,San Francisco,56,1017,11,51,91,10,0.0
2012-06-07T12:00:00,San Francisco,61,1018,14,57,86,10,0.1
2012-06-07T15:00:00,San Francisco,63,1017,16,60,86,10,0.2
2012-06-07T18:00:00,San Francisco,61,1017,15,58,90,9,0.2
2012-06-07T21:00:00,San Francisco,56,1016,13,53,96,7,0.1
2012-06-08T00:00:00,San Francisco,52,1016,11,48,97,5,0.2
2012-06-08T03:00:00,San Francisco,46,1016,13,41,97,10,0.1
2012-06-08T06:00:00,San Francisco,45,1016,12,39,98,10,0.1
2012-06-08T09:00:00,San Francisco,48,1016,10,42,91,10,0.0
2012-06-08T12:00:00,San Francisco,56,1016,12,51,78,10,0.0
2012-06-08T15:00:00,San Francisco,63,1015,17,61,67,10,0.0
2012-06-08T18:00:00,San Francisco,62,1015,21,59,64,10,0.0
2012-06-08T21:00:00,San Francisco,55,1015,20,50,71,10,0.0
2012-06-09T00:00:00,San Francisco,50,1015,16,45,77,10,0.0
2012-06-09T03:00:00,San Francisco,51,1014,9,47,78,10,0.0
2012-06-09T06:00:00,San Francisco,51,1015,8,47,77,10,0.0
2012-06-09T09:00:00,San Francisco,56,1015,8,51,70,10,0.0
2012-06-09T12:00:00,San Francisco,65,1015,10,62,60,10,0.0
2012-06-09T15:00:00,San Francisco,68,1014,13,66,58,10,0.0
2012-06-09T18:00:00,San Francisco,69,1012,13,67,60,10,0.0
2012-06-09T21:00:00,San Francisco,66,1012,9,66,65,10,0.0
2012-06-10T00:00:00,San Francisco,63,1012,6,63,71,10,0.0
2012-06-10T03:00:00,San Francisco,61,1012,4,61,71,10,0.0
2012-06-10T06:00:00,San Francisco,62,1012,3,60,69,10,0.0
2012-06-10T09:00:00,San Francisco,66,1013,4,63,62,10,0.0
2012-06-10T12:00:00,San Francisco,69,1014,7,67,54,10,0.0
2012-06-10T15:00:00,San Francisco,69,1013,11,67,62,10,0.0
2012-06-10T18:00:00,San Francisco,67,1013,10,66,70,10,0.0
2012-06-10T21:00:00,San Francisco,64,1013,6,64,77,10,0.0
2012-06-11T00:00:00,San Francisco,64,1014,4,64,85,10,0.0
2012-06-11T03:00:00,San Francisco,62,1013,3,62,87,10,0.0
2012-06-11T06:00:00,San Francisco,62,1014,2,61,86,10,0.0
2012-06-11T09:00:00,San Francisco,67,1015,3,64,77,10,0.0
2012-06-11T12:00:00,San Francisco,70,1015,7,66,70,10,0.0
2012-06-11T15:00:00,San Francisco,71,1015,10,68,74,10,0.0
2012-06-11T18:00:00,San Francisco,68,1015,10,66,78,10,0.0
2012-06-11T21:00:00,San Francisco,64,1015,7,64,85,10,0.0
2012-06-12T00:00:00,San Francisco,60,1015,5,59,92,7,0.0
2012-06-12T03:00:00,San Francisco,50,1015,5,48,98,0,0.0
2012-06-12T06:00:00,San Francisco,48,1015,4,46,98,0,0.1
2012-06-12T09:00:00,San Francisco,50,1015,5,47,96,3,0.0
2012-06-12T12:00:00,San Francisco,57,1016,9,53,90,10,0.1
2012-06-12T15:00:00,San Francisco,67,1015,12,64,85,10,0.1
2012-06-12T18:00:00,San Francisco,67,1014,14,66,86,10,0.1
2012-06-12T21:00:00,San Francisco,60,1014,14,59,90,10,0.0
2012-06-13T00:00:00,San Francisco,53,1014,14,48,95,10,0.1
2012-06-13T03:00:00,San Francisco,51,1013,13,46,99,10,0.1
2012-06-13T06:00:00,San Francisco,51,1013,9,47,99,7,0.1
2012-06-13T09:00:00,San Francisco,55,1013,8,51,95,3,0.0
2012-06-13T12:00:00,San Francisco,60,1013,12,56,88,10,0.1
2012-06-13T15:00:00,San Francisco,62,1012,16,58,87,10,0.2
2012-06-13T18:00:00,San Francisco,59,1010,17,54,89,9,0.1
2012-06-13T21:00:00,San Francisco,55,1010,14,51,93,10,0.0
2012-06-14T00:00:00,San Francisco,53,1010,11,49,94,10,0.0
2012-06-14T03:00:00,San Francisco,51,1009,10,47,96,10,0.0
2012-06-14T06:00:00,San Francisco,51,1009,11,46,95,10,0.1
2012-06-14T09:00:00,San Francisco,55,1010,11,50,91,10,0.0
2012-06-14T12:00:00,San Francisco,60,1011,13,56,85,10,0.1
2012-06-14T15:00:00,San Francisco,62,1011,16,58,82,10,0.0
2012-06-14T18:00:00,San Francisco,58,1010,17,54,84,10,0.0
2012-06-14T21:00:00,San Francisco,55,1010,15,51,89,10,0.0
2012-06-15T00:00:00,San Francisco,53,1010,13,49,91,10,0.0
2012-06-15T03:00:00,San Francisco,52,1010,15,47,91,10,0.0
2012-06-15T06:00:00,San Francisco,51,1010,12,47,92,10,0.0
2012-06-15T09:00:00,San Francisco,57,1011,9,53,89,10,0.0
2012-06-15T12:00:00,San Francisco,64,1011,9,61,84,10,0.0
2012-06-15T15:00:00,San Francisco,67,1010,10,64,83,10,0.0
2012-06-15T18:00:00,San Francisco,64,1009,9,62,85,10,0.0
2012-06-15T21:00:00,San Francisco,60,1009,6,60,88,10,0.0
2012-06-16T00:00:00,San Francisco,57,1010,4,57,92,7,0.0
2012-06-16T03:00:00,San Francisco,55,1010,4,55,97,1,0.0
2012-06-16T06:00:00,San Francisco,56,1010,3,55,98,1,0.0
2012-06-16T09:00:00,San Francisco,63,1011,3,61,94,5,0.0
2012-06-16T12:00:00,San Francisco,68,1012,6,65,88,10,0.0
2012-06-16T15:00:00,San Francisco,68,1012,9,66,88,10,0.0
2012-06-16T18:00:00,San Francisco,66,1011,8,64,89,10,0.0
2012-06-16T21:00:00,San Francisco,61,1011,7,61,93,7,0.0
2012-06-17T00:00:00,San Francisco,56,1011,7,54,97,1,0.0
2012-06-17T03:00:00,San Francisco,51,1010,6,49,99,0,0.1
2012-06-17T06:00:00,San Francisco,51,1011,7,47,98,1,0.1
2012-06-17T09:00:00,San Francisco,56,1013,8,52,92,5,0.0
2012-06-17T12:00:00,San Francisco,61,1013,10,58,84,10,0.1
2012-06-17T15:00:00,San Francisco,64,1013,12,61,83,10,0.2
2012-06-17T18:00:00,San Francisco,60,1013,13,58,86,10,0.1
2012-06-17T21:00:00,San Francisco,56,1013,11,53,92,10,0.0
2012-06-18T00:00:00,San Francisco,52,1013,9,49,96,7,0.1
2012-06-18T03:00:00,San Francisco,48,1013,9,44,97,5,0.2
2012-06-18T06:00:00,San Francisco,48,1013,9,43,97,10,0.1
2012-06-18T09:00:00,San Francisco,52,1014,10,47,92,10,0.1
2012-06-18T12:00:00,San Francisco,56,1015,12,52,87,9,0.3
2012-06-18T15:00:00,San Francisco,59,1014,13,54,86,9,0.4
2012-06-18T18:00:00,San Francisco,56,1013,13,52,89,9,0.3
2012-06-18T21:00:00,San Francisco,52,1013,11,48,94,10,0.0
2012-06-19T00:00:00,San Francisco,51,1013,10,47,97,10,0.1
2012-06-19T03:00:00,San Francisco,52,1011,7,49,96,7,0.0
2012-06-19T06:00:00,San Francisco,52,1012,5,50,96,5,0.0
2012-06-19T09:00:00,San Francisco,57,1013,5,53,91,10,0.0
2012-06-19T12:00:00,San Francisco,61,1014,8,57,87,10,0.1
2012-06-19T15:00:00,San Francisco,62,1013,11,59,85,10,0.2
2012-06-19T18:00:00,San Francisco,60,1012,10,57,87,10,0.1
2012-06-19T21:00:00,San Francisco,56,1012,7,55,93,7,0.0
2012-06-20T00:00:00,San Francisco,54,1011,5,53,97,1,0.0
2012-06-20T03:00:00,San Francisco,52,1011,4,51,98,0,0.0
2012-06-20T06:00:00,San Francisco,52,1011,4,50,99,1,0.0
2012-06-20T09:00:00,San Francisco,58,1012,5,54,94,5,0.0
2012-06-20T12:00:00,San Francisco,63,1012,9,59,89,10,0.1
2012-06-20T15:00:00,San Francisco,64,1012,10,62,88,10,0.0
2012-06-20T18:00:00,San Francisco,61,1011,11,59,91,10,0.1
2012-06-20T21:00:00,San Francisco,56,1011,10,54,96,10,0.0
2012-06-21T00:00:00,San Francisco,53,1012,9,50,99,7,0.1
2012-06-21T03:00:00,San Francisco,50,1012,11,46,99,2,0.2
2012-06-21T06:00:00,San Francisco,50,1012,11,45,99,5,0.1
2012-06-21T09:00:00,San Francisco,53,1013,12,47,97,7,0.1
2012-06-21T12:00:00,San Francisco,55,1015,14,50,94,2,0.2
2012-06-21T15:00:00,San Francisco,56,1015,15,51,92,5,0.2
2012-06-21T18:00:00,San Francisco,55,1015,16,50,93,10,0.1
2012-06-21T21:00:00,San Francisco,53,1015,15,48,96,10,0.0
2012-06-22T00:00:00,San Francisco,52,1015,13,47,98,10,0.1
2012-06-22T03:00:00,San Francisco,51,1015,11,47,99,10,0.1
2012-06-22T06:00:00,San Francisco,52,1015,9,48,98,7,0.1
2012-06-22T09:00:00,San Francisco,55,1015,8,51,96,2,0.1
2012-06-22T12:00:00,San Francisco,57,1016,9,54,94,2,0.2
2012-06-22T15:00:00,San Francisco,58,1015,10,56,94,5,0.2
2012-06-22T18:00:00,San Francisco,57,1014,10,54,96,10,0.1
2012-06-22T21:00:00,San Francisco,54,1013,9,52,97,10,0.0
2012-06-23T00:00:00,San Francisco,52,1013,9,49,98,7,0.1
2012-06-23T03:00:00,San Francisco,50,1011,9,46,99,5,0.3
2012-06-23T06:00:00,San Francisco,50,1012,10,45,99,10,0.1
2012-06-23T09:00:00,San Francisco,53,1013,10,48,96,10,0.0
2012-06-23T12:00:00,San Francisco,56,1014,11,51,90,10,0.1
2012-06-23T15:00:00,San Francisco,58,1014,14,52,84,10,0.2
2012-06-23T18:00:00,San Francisco,55,1014,13,51,85,10,0.1
2012-06-23T21:00:00,San Francisco,52,1014,9,49,91,7,0.1
2012-06-24T00:00:00,San Francisco,51,1015,5,49,96,1,0.1
2012-06-24T03:00:00,San Francisco,48,1015,2,48,100,0,0.0
2012-06-24T06:00:00,San Francisco,48,1016,2,48,99,0,0.0
2012-06-24T09:00:00,San Francisco,52,1016,4,49,95,3,0.0
2012-06-24T12:00:00,San Francisco,56,1017,10,50,85,10,0.0
2012-06-24T15:00:00,San Francisco,56,1017,14,50,78,10,0.1
2012-06-24T18:00:00,San Francisco,54,1016,14,49,82,10,0.1
2012-06-24T21:00:00,San Francisco,51,1017,11,47,90,10,0.0
2012-06-25T00:00:00,San Francisco,52,1017,8,49,95,10,0.1
2012-06-25T03:00:00,San Francisco,55,1018,5,54,93,7,0.0
2012-06-25T06:00:00,San Francisco,53,1018,5,51,93,5,0.0
2012-06-25T09:00:00,San Francisco,57,1019,6,53,88,10,0.0
2012-06-25T12:00:00,San Francisco,59,1020,9,56,84,10,0.0
2012-06-25T15:00:00,San Francisco,61,1020,12,56,86,10,0.0
2012-06-25T18:00:00,San Francisco,58,1019,12,55,92,10,0.0
2012-06-25T21:00:00,San Francisco,55,1019,9,53,97,7,0.0
2012-06-26T00:00:00,San Francisco,53,1019,6,51,99,0,0.1
2012-06-26T03:00:00,San Francisco,51,1018,5,49,100,0,0.1
2012-06-26T06:00:00,San Francisco,50,1018,5,48,99,0,0.0
2012-06-26T09:00:00,San Francisco,53,1018,7,50,95,3,0.0
2012-06-26T12:00:00,San Francisco,58,1018,11,53,85,10,0.1
2012-06-26T15:00:00,San Francisco,58,1016,15,54,81,10,0.1
2012-06-26T18:00:00,San Francisco,57,1015,15,52,84,10,0.1
2012-06-26T21:00:00,San Francisco,53,1015,12,50,90,10,0.0
2012-06-27T00:00:00,San Francisco,53,1014,9,50,94,10,0.1
2012-06-27T03:00:00,San Francisco,54,1013,7,52,93,10,0.0
2012-06-27T06:00:00,San Francisco,54,1013,5,52,92,10,0.0
2012-06-27T09:00:00,San Francisco,59,1014,6,56,87,10,0.0
2012-06-27T12:00:00,San Francisco,64,1014,9,61,81,10,0.0
2012-06-27T15:00:00,San Francisco,65,1014,13,63,79,10,0.0
2012-06-27T18:00:00,San Francisco,63,1014,13,60,80,10,0.0
2012-06-27T21:00:00,San Francisco,58,1014,11,56,85,10,0.0
2012-06-28T00:00:00,San Francisco,56,1015,9,54,88,10,0.0
2012-06-28T03:00:00,San Francisco,55,1015,8,53,90,10,0.0
2012-06-28T06:00:00,San Francisco,56,1016,7,53,90,10,0.0
2012-06-28T09:00:00,San Francisco,59,1017,10,55,85,10,0.0
2012-06-28T12:00:00,San Francisco,62,1018,14,60,82,10,0.0
2012-06-28T15:00:00,San Francisco,64,1019,16,62,87,10,0.0
2012-06-28T18:00:00,San Francisco,61,1019,15,59,92,10,0.1
2012-06-28T21:00:00,San Francisco,58,1019,13,55,95,7,0.1
2012-06-29T00:00:00,San Francisco,56,1019,9,54,98,1,0.2
2012-06-29T03:00:00,San Francisco,55,1018,6,53,99,0,0.1
2012-06-29T06:00:00,San Francisco,55,1019,7,52,99,0,0.1
2012-06-29T09:00:00,San Francisco,57,1019,7,54,97,3,0.0
2012-06-29T12:00:00,San Francisco,60,1020,9,57,93,10,0.1
2012-06-29T15:00:00,San Francisco,61,1019,12,58,92,8,0.2
2012-06-29T18:00:00,San Francisco,59,1018,13,56,94,7,0.2
2012-06-29T21:00:00,San Francisco,57,1018,10,54,97,7,0.1
2012-06-30T00:00:00,San Francisco,56,1018,7,55,98,1,0.2
2012-06-30T03:00:00,San Francisco,56,1017,7,55,99,0,0.1
2012-06-30T06:00:00,San Francisco,56,1017,7,54,98,0,0.1
2012-06-30T09:00:00,San Francisco,60,1017,6,58,96,1,0.0
2012-06-30T12:00:00,San Francisco,64,1017,9,62,93,5,0.1
2012-06-30T15:00:00,San Francisco,65,1017,12,64,91,7,0.1
2012-06-30T18:00:00,San Francisco,63,1016,12,62,92,5,0.1
2012-06-30T21:00:00,San Francisco,60,1015,11,59,95,7,0.1
2012-07-01T00:00:00,San Francisco,57,1015,9,55,98,5,0.2
2012-07-01T03:00:00,San Francisco,55,1014,10,52,100,10,0.1
2012-07-01T06:00:00,San Francisco,55,1015,11,51,99,10,0.1
2012-07-01T09:00:00,San Francisco,58,1015,10,54,97,10,0.0
2012-07-01T12:00:00,San Francisco,62,1015,12,58,94,7,0.1
2012-07-01T15:00:00,San Francisco,64,1015,15,61,92,3,0.3
2012-07-01T18:00:00,San Francisco,62,1013,16,59,91,7,0.3
2012-07-01T21:00:00,San Francisco,58,1013,14,55,95,7,0.1
2012-07-02T00:00:00,San Francisco,56,1013,11,53,98,2,0.3
2012-07-02T03:00:00,San Francisco,54,1012,10,51,99,5,0.2
2012-07-02T06:00:00,San Francisco,54,1013,10,51,98,10,0.1
2012-07-02T09:00:00,San Francisco,57,1014,11,53,95,10,0.0
2012-07-02T12:00:00,San Francisco,62,1014,13,57,91,8,0.1
2012-07-02T15:00:00,San Francisco,63,1014,16,60,89,5,0.3
2012-07-02T18:00:00,San Francisco,60,1013,17,58,89,7,0.3
2012-07-02T21:00:00,San Francisco,57,1013,15,54,87,10,0.0
2012-07-03T00:00:00,San Francisco,56,1013,13,53,89,10,0.0
2012-07-03T03:00:00,San Francisco,56,1012,13,53,93,10,0.0
2012-07-03T06:00:00,San Francisco,56,1012,10,53,91,10,0.0
2012-07-03T09:00:00,San Francisco,62,1013,7,58,85,10,0.0
2012-07-03T12:00:00,San Francisco,66,1013,9,63,81,10,0.0
2012-07-03T15:00:00,San Francisco,67,1012,13,64,80,10,0.0
2012-07-03T18:00:00,San Francisco,65,1011,13,63,82,10,0.0
2012-07-03T21:00:00,San Francisco,60,1011,10,60,87,10,0.0
2012-07-04T00:00:00,San Francisco,58,1011,7,56,92,10,0.0
2012-07-04T03:00:00,San Francisco,55,1011,8,53,97,7,0.0
2012-07-04T06:00:00,San Francisco,55,1011,7,53,97,1,0.0
2012-07-04T09:00:00,San Francisco,59,1012,8,56,92,5,0.0
2012-07-04T12:00:00,San Francisco,63,1013,11,61,85,10,0.1
2012-07-04T15:00:00,San Francisco,64,1013,14,62,85,10,0.3
2012-07-04T18:00:00,San Francisco,62,1012,13,61,88,9,0.3
2012-07-04T21:00:00,San Francisco,58,1013,11,58,93,7,0.1
2012-07-05T00:00:00,San Francisco,56,1013,10,54,96,5,0.2
2012-07-05T03:00:00,San Francisco,54,1013,10,51,97,10,0.1
2012-07-05T06:00:00,San Francisco,54,1014,9,50,97,10,0.1
2012-07-05T09:00:00,San Francisco,57,1015,10,53,95,7,0.1
2012-07-05T12:00:00,San Francisco,60,1016,12,57,91,5,0.2
2012-07-05T15:00:00,San Francisco,62,1016,15,60,88,10,0.1
2012-07-05T18:00:00,San Francisco,60,1015,15,57,87,9,0.1
2012-07-05T21:00:00,San Francisco,56,1015,13,53,90,10,0.0
2012-07-06T00:00:00,San Francisco,55,1016,11,52,95,7,0.1
2012-07-06T03:00:00,San Francisco,53,1017,8,50,99,1,0.2
2012-07-06T06:00:00,San Francisco,53,1017,7,50,99,0,0.1
2012-07-06T09:00:00,San Francisco,56,1017,6,53,97,3,0.0
2012-07-06T12:00:00,San Francisco,60,1018,9,57,92,8,0.1
2012-07-06T15:00:00,San Francisco,62,1017,13,60,88,6,0.2
2012-07-06T18:00:00,San Francisco,60,1017,13,58,89,9,0.2
2012-07-06T21:00:00,San Francisco,56,1017,10,54,94,7,0.1
2012-07-07T00:00:00,San Francisco,54,1017,7,52,98,1,0.2
2012-07-07T03:00:00,San Francisco,51,1017,5,49,100,0,0.1
2012-07-07T06:00:00,San Francisco,51,1017,4,49,99,0,0.1
2012-07-07T09:00:00,San Francisco,55,1017,5,53,96,3,0.0
2012-07-07T12:00:00,San Francisco,61,1018,9,57,90,10,0.1
2012-07-07T15:00:00,San Francisco,63,1017,12,60,87,9,0.2
2012-07-07T18:00:00,San Francisco,60,1016,12,57,89,9,0.2
2012-07-07T21:00:00,San Francisco,55,1016,10,52,94,7,0.1
2012-07-08T00:00:00,San Francisco,53,1016,7,51,98,1,0.2
2012-07-08T03:00:00,San Francisco,51,1016,6,49,99,0,0.1
2012-07-08T06:00:00,San Francisco,51,1017,6,48,99,1,0.1
2012-07-08T09:00:00,San Francisco,55,1018,8,52,94,5,0.0
2012-07-08T12:00:00,San Francisco,60,1018,10,57,88,10,0.2
2012-07-08T15:00:00,San Francisco,63,1017,13,60,86,9,0.3
2012-07-08T18:00:00,San Francisco,61,1017,13,58,89,9,0.2
2012-07-08T21:00:00,San Francisco,55,1016,10,53,94,7,0.1
2012-07-09T00:00:00,San Francisco,53,1017,8,51,98,2,0.2
2012-07-09T03:00:00,San Francisco,52,1017,6,50,100,1,0.2
2012-07-09T06:00:00,San Francisco,51,1017,6,49,99,0,0.1
2012-07-09T09:00:00,San Francisco,56,1018,6,53,95,3,0.0
2012-07-09T12:00:00,San Francisco,62,1018,9,58,89,10,0.1
2012-07-09T15:00:00,San Francisco,63,1017,11,61,86,9,0.2
2012-07-09T18:00:00,San Francisco,60,1016,11,58,88,10,0.2
2012-07-09T21:00:00,San Francisco,56,1015,8,54,93,7,0.1
2012-07-10T00:00:00,San Francisco,52,1016,6,51,98,1,0.2
2012-07-10T03:00:00,San Francisco,47,1015,4,45,99,0,0.1
2012-07-10T06:00:00,San Francisco,46,1015,3,44,99,0,0.1
2012-07-10T09:00:00,San Francisco,49,1015,3,46,95,3,0.0
2012-07-10T12:00:00,San Francisco,57,1015,7,53,87,10,0.1
2012-07-10T15:00:00,San Francisco,67,1014,10,64,85,10,0.1
2012-07-10T18:00:00,San Francisco,68,1012,9,66,87,10,0.1
2012-07-10T21:00:00,San Francisco,64,1012,7,64,93,7,0.0
2012-07-11T00:00:00,San Francisco,57,1012,5,57,98,1,0.1
2012-07-11T03:00:00,San Francisco,52,1012,4,51,100,1,0.1
2012-07-11T06:00:00,San Francisco,51,1012,3,50,99,1,0.1
2012-07-11T09:00:00,San Francisco,58,1012,3,56,95,3,0.0
2012-07-11T12:00:00,San Francisco,66,1012,6,62,87,10,0.0
2012-07-11T15:00:00,San Francisco,67,1012,9,65,85,10,0.1
2012-07-11T18:00:00,San Francisco,63,1011,9,62,89,10,0.1
2012-07-11T21:00:00,San Francisco,58,1011,8,58,95,7,0.0
2012-07-12T00:00:00,San Francisco,55,1011,6,53,98,0,0.1
2012-07-12T03:00:00,San Francisco,52,1011,6,50,99,0,0.1
2012-07-12T06:00:00,San Francisco,52,1012,6,50,99,0,0.1
2012-07-12T09:00:00,San Francisco,56,1012,6,54,96,2,0.1
2012-07-12T12:00:00,San Francisco,63,1013,9,59,92,7,0.2
2012-07-12T15:00:00,San Francisco,65,1012,12,62,90,10,0.2
2012-07-12T18:00:00,San Francisco,62,1011,12,60,91,9,0.2
2012-07-12T21:00:00,San Francisco,57,1011,9,55,95,7,0.1
2012-07-13T00:00:00,San Francisco,54,1012,8,51,99,2,0.2
2012-07-13T03:00:00,San Francisco,51,1012,10,47,99,2,0.2
2012-07-13T06:00:00,San Francisco,50,1012,10,46,99,5,0.1
2012-07-13T09:00:00,San Francisco,54,1013,10,50,97,7,0.1
2012-07-13T12:00:00,San Francisco,59,1014,12,56,93,3,0.2
2012-07-13T15:00:00,San Francisco,62,1013,15,58,89,5,0.3
2012-07-13T18:00:00,San Francisco,59,1013,15,54,91,7,0.4
2012-07-13T21:00:00,San Francisco,55,1013,13,51,96,10,0.0
2012-07-14T00:00:00,San Francisco,52,1013,11,49,98,7,0.1
2012-07-14T03:00:00,San Francisco,50,1013,9,47,99,1,0.2
2012-07-14T06:00:00,San Francisco,51,1013,6,48,98,0,0.1
2012-07-14T09:00:00,San Francisco,55,1014,5,51,95,3,0.0
2012-07-14T12:00:00,San Francisco,59,1014,7,55,89,10,0.1
2012-07-14T15:00:00,San Francisco,59,1013,11,56,86,9,0.2
2012-07-14T18:00:00,San Francisco,57,1012,11,54,89,9,0.2
2012-07-14T21:00:00,San Francisco,54,1012,9,52,93,7,0.1
2012-07-15T00:00:00,San Francisco,52,1013,7,50,96,2,0.3
2012-07-15T03:00:00,San Francisco,51,1013,6,49,99,2,0.2
2012-07-15T06:00:00,San Francisco,51,1013,6,48,98,1,0.1
2012-07-15T09:00:00,San Francisco,56,1014,6,52,95,3,0.0
2012-07-15T12:00:00,San Francisco,60,1014,9,57,87,10,0.1
2012-07-15T15:00:00,San Francisco,62,1013,13,59,85,9,0.3
2012-07-15T18:00:00,San Francisco,59,1012,12,55,88,9,0.3
2012-07-15T21:00:00,San Francisco,55,1012,11,52,93,7,0.1
2012-07-16T00:00:00,San Francisco,53,1012,11,49,96,2,0.2
2012-07-16T03:00:00,San Francisco,51,1011,12,46,97,5,0.2
2012-07-16T06:00:00,San Francisco,51,1012,11,46,97,10,0.1
2012-07-16T09:00:00,San Francisco,54,1013,12,48,95,8,0.1
2012-07-16T12:00:00,San Francisco,57,1014,14,52,89,5,0.2
2012-07-16T15:00:00,San Francisco,59,1014,14,53,87,5,0.2
2012-07-16T18:00:00,San Francisco,57,1013,13,52,90,7,0.2
2012-07-16T21:00:00,San Francisco,54,1013,12,50,94,7,0.1
2012-07-17T00:00:00,San Francisco,52,1014,10,49,97,2,0.2
2012-07-17T03:00:00,San Francisco,52,1014,8,49,98,2,0.2
2012-07-17T06:00:00,San Francisco,52,1014,7,49,98,2,0.1
2012-07-17T09:00:00,San Francisco,55,1016,4,52,95,5,0.0
2012-07-17T12:00:00,San Francisco,56,1017,3,56,92,10,0.1
2012-07-17T15:00:00,San Francisco,56,1016,5,55,91,10,0.0
2012-07-17T18:00:00,San Francisco,56,1016,8,53,91,10,0.1
2012-07-17T21:00:00,San Francisco,54,1016,7,52,93,7,0.1
2012-07-18T00:00:00,San Francisco,53,1016,5,52,95,2,0.1
2012-07-18T03:00:00,San Francisco,53,1016,5,52,96,2,0.0
2012-07-18T06:00:00,San Francisco,53,1017,3,53,96,2,0.1
2012-07-18T09:00:00,San Francisco,55,1018,3,54,94,5,0.0
2012-07-18T12:00:00,San Francisco,56,1019,6,55,91,10,0.0
2012-07-18T15:00:00,San Francisco,57,1019,10,54,89,8,0.1
2012-07-18T18:00:00,San Francisco,57,1018,11,53,90,7,0.1
2012-07-18T21:00:00,San Francisco,55,1018,9,52,94,7,0.0
2012-07-19T00:00:00,San Francisco,53,1018,6,51,98,0,0.1
2012-07-19T03:00:00,San Francisco,52,1016,6,50,99,0,0.1
2012-07-19T06:00:00,San Francisco,52,1017,6,49,98,1,0.1
2012-07-19T09:00:00,San Francisco,56,1018,7,51,94,5,0.0
2012-07-19T12:00:00,San Francisco,59,1019,10,53,90,8,0.1
2012-07-19T15:00:00,San Francisco,59,1019,13,54,88,5,0.3
2012-07-19T18:00:00,San Francisco,57,1019,13,53,90,7,0.3
2012-07-19T21:00:00,San Francisco,54,1019,11,51,94,7,0.1
2012-07-20T00:00:00,San Francisco,53,1019,9,50,98,1,0.2
